bottle,vibration_index_red,fill_level_grams_red,vibration_index_blue,fill_level_grams_blue,vibration_index_green,fill_level_grams_green,temperature_green,temperature_red,temperature_blue
414,213.2957235496216,486.1668263844556,30.20980683527004,292.972456336784,204.0543359395223,41.53705720631494,34.95886572996618,34.569361634919304,34.71209837077064
415,223.511088277135,469.29892774019385,24.10945235042142,289.70633992021936,206.83229858247535,25.65218717944227,35.11658397755975,34.05710766281611,35.743904672836166
416,217.30685509469785,453.4747772234433,27.822603324536374,286.16167581212613,220.42893167216184,8.863553333464633,34.284068528439,31.371828551807244,35.16538206177382
417,219.54100799711267,438.2298228681153,18.46985135784213,283.1785639037789,-17.39582536433997,0.0,33.697912682169985,35.61994137894613,36.26485930399213
418,217.13297209888609,421.3633981921346,33.63950793769211,279.4516892113812,-16.393875067447624,0.0,33.19693753372381,33.757789576912295,33.17366941721609
419,220.10828552499967,405.1571268062781,24.273458004707923,276.61424687235774,-17.395986432256052,0.0,33.697993216128026,33.95171852857563,33.55497688547977
420,223.17321314740252,388.75900363619866,32.89884253146246,273.1104704488803,-18.085774289261597,0.0,34.0428871446308,33.187395394121765,33.97254728376158
421,224.7254223957667,372.67751860299546,33.21090237692605,269.50547695502576,-17.333365244719786,0.0,33.66668262235989,32.84710703318125,34.24951038475262
422,214.87591693297625,357.10304087722386,26.27020187932802,266.2518104672512,-19.70450379950772,0.0,34.85225189975386,35.20695081046499,34.94899946624213
423,223.8742778118666,340.0447304206295,32.20889184344949,262.6455386070975,-17.075281295182293,0.0,33.53764064759115,33.3416035418986,34.03561478060292
424,222.18339451679512,323.9144049887717,29.50651166413408,259.51076185992633,-19.22655472952772,0.0,34.61327736476386,34.04594965319228,32.62367700422826
425,223.99852025105145,307.48295443718865,22.597669678605538,256.55529803304466,-15.958356715044246,0.0,32.97917835752212,32.888459456650544,35.70792772414101
426,223.4244447098804,291.5792428899684,32.209851886961296,252.87366631058853,-17.356508315478237,0.0,33.67825415773912,33.45010728362411,34.03890068936946
427,217.399914109245,275.67133083476784,28.50732400804093,249.5540408795918,-18.817572165284677,0.0,34.40878608264234,34.503697459729985,34.50356805736069
428,228.26594534850184,258.72639746118347,30.579379735817632,246.22298559257985,-18.072684963113844,0.0,34.03634248155692,32.99642534047271,33.230338308660166
429,216.09821211252225,243.1085191812868,32.0159897344652,242.9889067302076,-19.22482064737099,0.0,34.612410323685495,34.67320021285543,32.71530278116593
430,223.53272094908195,226.26577679564343,28.623721930282915,239.66713951614005,-21.808736239415023,0.0,35.90436811970751,34.1071722317532,35.472865966799674
431,218.63938981080028,210.1577246978653,20.06473166005871,236.77279648747415,-21.281289196512372,0.0,35.64064459825619,33.22430091234396,34.77399077047979
432,218.1294706869882,194.4354110958599,37.371334627856506,232.99951009793853,-19.324396011726165,0.0,34.66219800586308,33.75349834374475,32.85905102002076
433,221.1572475839064,178.33878184748932,29.091239855323607,229.9381914516703,-18.765109115124105,0.0,34.38255455756205,33.19746207682705,33.17082383699111
434,211.56846352415556,162.7350299098873,31.315257202463844,226.6957844423024,-21.227036205199624,0.0,35.61351810259981,36.31604537489215,33.21282277517242
435,218.90797814761916,145.350649646719,28.6408811360372,223.5150007398397,-21.01677049707324,0.0,35.50838524853662,34.85687253278228,34.063209192949785
436,226.38057472142623,128.3238407504395,22.122976641821825,220.49916496626653,-20.58238889250474,0.0,35.29119444625237,33.6083565272935,35.52137741176569
437,221.77367308272332,112.08819798714924,34.822530166771564,216.62684917311705,-20.2065415876056,0.0,35.1032707938028,34.60381991882018,34.300585842912895
438,214.8327725506956,95.93486397487509,27.2408468734476,213.33155263121057,-18.689202765999426,0.0,34.34460138299971,34.04573353196271,34.864033828252495
439,220.53140054858204,79.62909426971335,36.28440667676928,209.49706876353076,196.64593441367583,784.8415771965109,35.05558060535777,34.269537383535166,33.830039441141224
440,214.41749339151536,63.585044447086176,28.5684763104463,205.98622310523783,209.72259828783643,768.5311002543909,34.53606374230233,34.67537799152184,36.14553147126597
441,212.40222565950177,47.49838855038757,26.55805083196765,202.45125298356828,204.85622086762376,752.7796360615928,34.711795357433324,34.660534409235545,35.66441170749841
469,215.294809851542,784.1705671028153,35.34980533651797,106.68265896383606,217.3276849893809,308.78387834195115,34.40782813607932,34.44073443800017,33.96513615427899
470,218.9350207987574,767.5123041927612,34.924659833278966,103.2408574470145,210.5462847001324,292.9434010935388,34.08805566117813,34.533480020121814,32.61290902505428
471,209.4767693578128,751.3228436870907,33.243240446267784,99.89370079801012,214.4410946626089,277.08137054798686,33.41804357614063,35.584503227823745,33.78686453281806
472,217.95118706381467,734.2507250910062,17.383962031040607,97.29380488472344,205.0019984620477,261.7733252284546,36.363878592821074,34.12946343267654,35.302259961901925
473,224.2789393050519,717.4569115675118,31.70834343778587,93.87515380228132,213.41377460150173,244.84212682414616,34.08222102810463,34.08239896738346,33.12100037533575
474,219.2729040692799,700.9115898159006,33.95012852693208,90.52097241653948,206.60532786403584,229.31596128219823,35.01161770203685,34.973924297485794,33.116266738446015
475,222.99848720701968,683.8561077118286,37.25964408629615,87.0502151509221,215.22587401802764,213.0241431279509,33.18601788117155,33.70681794407884,32.35385473536799
476,219.704983844294,667.5838182026022,25.76590515563499,84.18407897026835,209.43207420814164,197.78512692973663,34.589475875492326,34.16844527833218,34.053377801156074
477,214.46202414759964,651.3036786872831,31.39657397361849,80.79720904646341,212.04579228223625,181.8203852828845,33.90982924758112,35.257499939753146,33.9641397816265
478,220.4979799202155,634.2682112590641,31.3406247073952,77.45387930306364,213.7494646067241,165.99726310468452,34.366141947355395,33.95855696426328,33.745315576921946
479,215.8930479788817,618.0777419103084,37.34697618371859,73.76347029022122,212.3453858335264,150.1827841948732,33.495887754593305,34.701136094459464,33.4822610420983
480,218.9226746627152,601.3382199770024,32.39478314127757,70.30743943296122,206.82332022007935,134.88718630603535,35.411388408999194,34.63311172504677,34.431779145619515
481,217.74061920108988,584.9148087673468,36.23296640864135,66.44675537524867,213.6722336824396,118.38077471196836,34.40114508119056,33.22021592901513,34.74880108306244
482,219.31367636350728,569.0366913201091,23.520499843815973,63.314294874999554,217.33188452574345,102.32799355955336,32.737008228228405,33.4119475780251,35.61792892828251
483,219.6449165625476,553.1932328847731,33.703940847707955,59.64678107762352,207.56259873135468,87.5060204047258,34.18967066459177,32.34091393604852,33.74096099437677
484,216.40573328810515,537.896039599815,27.12064251162172,56.587132789948846,213.24356697830936,71.49596197100804,35.26742521808759,33.70193712579979,33.96834387156141
485,218.6014040881598,521.6605423092411,30.73384715422083,53.14816504570033,208.2256653452342,55.56663134296298,33.666407727745,34.829598409040365,34.81029882236301
486,215.64807356360632,505.03695096717627,29.812204692985325,49.60803685581678,201.73805209795643,40.56827689232585,35.40432905850272,35.23423658000332,35.394308761663055
487,224.42040309856333,487.91790627591257,32.664881507084615,46.244667286914016,204.0794100339069,24.666028988683628,35.188908575120855,33.03598644013216,32.30837683605486
488,223.1014033896693,471.9239940616344,29.17900172766565,43.16471389908939,201.94259419396272,8.864059588401021,36.27181354632551,33.30350257036782,34.13505503815507
489,216.5751940590289,456.0927438821362,31.778767241888875,39.69170084264369,-19.588158282851797,0.0,34.7940791414259,34.41290074610828,34.44721147646061
490,225.943687557466,439.1538800685374,29.73945039183464,36.2440711468714,-19.858468048202127,0.0,34.92923402410106,33.98633077755371,35.060773360432066
491,219.40354303693505,422.9040505561685,33.45972985990564,32.54512564015504,-19.43908008191296,0.0,34.71954004095648,33.77306508784616,34.5640141016587
492,222.72255826591496,406.3346753149568,26.56671279898689,29.21822531627803,-17.060938090667122,0.0,33.53046904533356,35.27517527310401,35.706922352586375
493,217.5721561399664,389.274808978843,32.02446089552645,25.486548828163127,-16.565659399423254,0.0,33.28282969971163,36.14634490124529,35.0511753335869
494,218.83346245145745,371.99782735756537,32.78167729766048,21.94595477717244,-17.862296491728927,0.0,33.93114824586446,34.14655678036543,33.80733018773513
495,212.93163082824736,356.02306688502875,37.24776629498369,796.0916408080212,-17.361963568263633,0.0,33.680981784131816,34.60145716493216,33.28760204052029
496,220.6485030850987,339.1218598532215,29.91221277699705,792.6555340521547,-20.377104429396724,0.0,35.18855221469836,35.94134896909108,33.86845997916512
497,218.03981533850663,321.9382124849789,25.08139174141037,789.4863985609587,-16.3475597531866,0.0,33.1737798765933,34.70086187188581,33.878558267536945
498,221.21940549487024,305.2913793801648,21.574228001059485,786.5332259436959,-18.31444123740704,0.0,34.15722061870352,33.55804606826421,34.038895704496554
499,220.3487865397708,289.16738845669875,32.10753284892004,782.959671260153,-17.316770425057356,0.0,33.65838521252868,34.22284432129537,33.234946452303014
500,218.8237293541606,273.0728631532424,25.87036370203219,779.6412975683869,-16.59899609230162,0.0,33.29949804615081,32.476958563270095,35.07719405569401
501,220.88852128884108,257.5297717546847,33.939233456016915,776.0166820290965,-18.495248515677247,0.0,34.24762425783862,33.55898230996101,31.92347643465802
502,222.98704068375244,241.3830458310312,33.34235383573948,772.6095191877464,-18.4699405421037,0.0,34.23497027105185,33.18919293005754,33.07956592517069
503,214.91120536864747,225.96668417921992,38.5431824414886,768.7784504793121,-17.101824517003934,0.0,33.55091225850197,33.10434152230072,32.75990113756254
504,220.2066311706841,210.3400503128151,30.639319317618256,765.5384678188166,-19.807944635985574,0.0,34.90397231799279,32.38129113392411,32.4917111899314
505,228.57451143257012,194.46193836988428,27.707302023325944,762.1991568670591,-15.522839175949173,0.0,32.761419587974586,32.813671259677385,34.93441131093806
506,230.77059236041796,178.10351048777753,29.744745962050537,758.5673979723493,-19.213704370731406,0.0,34.6068521853657,33.800637273261124,34.221047470983514
507,224.5044545233103,161.85182210524005,23.247206998384428,755.3734452850402,-19.32982787553024,0.0,34.66491393776512,32.54567258475224,34.82121043077237
508,223.6480553925513,145.92377122723468,33.619432911699434,751.698471453048,-17.794726064584793,0.0,33.8973630322924,35.162689307681255,32.6956301649154
509,218.03937640734844,129.237430883081,31.00340629344472,748.3473132340114,-18.427450404590303,0.0,34.21372520229515,34.29390864788855,33.25132847771508
510,222.83035773472605,112.5112098621531,34.8268788854327,744.8209666463403,-18.38033445233529,0.0,34.190167226167645,35.23642915389553,32.2373329593395
511,218.90725824962345,95.56749422927808,22.504394933995307,741.8253660156453,-17.443951245626522,0.0,33.72197562281326,35.52192931374309,35.12407395837438
512,219.56697460197023,78.77307057515209,25.2626686307624,738.8361271192613,-18.413253295516128,0.0,34.206626647758064,33.21715528510924,31.79785798089453
513,222.16460132122185,62.619685494390765,34.34375100057908,735.4651719067507,-19.57544920835008,0.0,34.78772460417504,35.3352655346467,32.492467012448394
514,220.850592051707,45.66609586938758,27.30226733254425,732.1840530198973,-19.96567545520425,0.0,34.982837727602124,34.40862295348052,34.76363369957329
515,221.70572163304212,29.131292682411733,25.865280229740257,728.825628723894,-19.709901588174475,0.0,34.85495079408724,34.209917724895114,34.39714602715788
516,219.49522451857732,12.959973258592472,27.22658165132514,725.6583216733445,-21.520040821151326,0.0,35.76002041057566,33.39711668773114,32.592693063827234
517,-15.073263556223113,0.0,26.29095481477069,722.5074543369768,-21.563796504959527,0.0,35.78189825247976,32.536631778111555,34.21676413631835
518,-15.82420294369078,0.0,24.27420840513876,719.2380816872023,-18.807966903870053,0.0,34.40398345193503,32.91210147184539,34.95201445093892
519,-18.422594242877977,0.0,32.525827821366406,715.586329587409,-19.76904717427054,0.0,34.88452358713527,34.21129712143899,33.06787442801052
520,-21.720588157213086,0.0,27.623947658425266,712.1650610766446,-16.446207290063313,0.0,33.22310364503166,35.86029407860654,35.27311417351688
521,-16.300764856732798,0.0,32.80190680864579,708.4093026191975,-20.69110812361033,800.0,33.34555406180517,33.1503824283664,33.44715341488344
522,-21.550660630773805,0.0,33.290593640088275,704.7680705741525,206.73817282826317,784.6239200556,34.94768981143169,35.7753303153869,33.80909047129405
523,-17.96787295684001,0.0,27.782059134056027,701.6327680592111,207.9341306340793,768.573501788067,33.92894919285854,33.983936478420006,32.53876059601009
524,-21.395532683861177,0.0,24.26450340049851,698.5413716212996,198.7478022587276,753.5534217549977,34.415256998827964,35.69776634193059,34.87304045650526
525,-17.597310463859785,0.0,30.892541626585132,694.8369342495124,209.96131360889555,737.4111300280182,35.43697462558501,33.79865523192989,34.373235611145404
526,-18.82989113088462,0.0,27.657405174040708,691.5835259033878,217.1916992081861,720.6477947024272,32.86414538602648,34.41494556544231,33.10470474065739
527,-18.44628656637005,0.0,22.61948841973517,688.3948140423956,208.94547646824967,705.2726149410262,35.72421703416729,34.223143283185024,36.04977246267588
528,-17.454633045651107,0.0,27.978401833681502,685.0631719945687,197.24583830324696,689.3718332281122,35.92818037329303,33.727316522825554,32.40260076714362
529,-20.407093354198352,0.0,24.539706319629374,681.8833506684366,207.38809945820344,672.8224405813781,34.77996716553209,35.203546677099176,35.55912751044801
530,-16.83653460405968,0.0,25.79689873311593,678.5409098090691,205.46794409540516,656.8217799717181,35.63745621719018,33.41826730202984,33.90437489513653
531,-17.227080877912726,0.0,28.107520436504625,675.293910138759,207.9019420259583,640.4769374593961,34.10839499460134,33.61354043895636,33.20034047455852
532,-18.593293789525248,0.0,24.687674616994464,672.1954911570417,206.92671667242425,624.8661859629786,34.39463213767715,34.296646894762624,34.30690293166527
533,-16.203655423341687,0.0,35.52567603738667,668.3467668995679,207.4013505844268,609.2054521810605,33.60754584116456,33.10182771167084,33.61257677841047
534,-21.36616350245677,0.0,25.463435469873893,665.1386722679443,215.48748964152475,593.2404733884595,34.53352754442181,35.683081751228386,34.46625599079033
535,-17.9548987462573,0.0,30.00364001350305,661.5624909888135,213.1672458540041,577.1626828766626,33.366086868097355,33.97744937312865,34.28400217786802
536,-21.16699214640147,0.0,33.98226128060392,658.0115244228871,206.14653266261655,561.9106928124147,34.79959252322221,35.583496073200735,32.25759813493219
537,-20.071097451926533,0.0,34.39054687623988,654.3856511796868,214.7323621968044,545.6215152332666,33.29108920142027,35.03554872596327,34.26968634675189
538,-18.721256656134457,0.0,28.164298596360563,651.0642268003046,208.82871487255,530.342464543878,33.99807715748391,34.36062832806723,33.52023666759814
539,-14.149352243836816,0.0,22.500329125112216,648.138273400191,205.58849878465077,515.0788511223541,33.156852683281464,32.07467612191841,33.95178048781148
540,-18.96686064194841,0.0,36.533596465605,644.3030819590768,211.29418851710847,499.7938621632935,33.35100734720075,34.48343032097421,33.36243167127795
541,-17.92548644376366,0.0,28.7949039395709,641.0128659377203,207.4405643059288,484.7283962218517,32.999013033892595,33.96274322188183,33.65511335477977
542,-17.487780810487052,0.0,25.58877546132603,637.9618015995633,209.01917812427448,469.4034683637784,35.418312954095384,33.743890405243526,33.27490373753625
543,-18.42507531659362,0.0,35.321631268161006,634.2867403745411,211.04455550754068,453.1070920853683,33.37285194531614,34.21253765829681,33.364826318679235
544,-17.164895289232774,0.0,28.77665335583744,630.7486994976131,203.4947545129395,438.03550141284376,35.060610847352834,33.58244764461639,35.54506153344402
545,-19.73701746492557,0.0,25.565194079262604,627.3736347366023,209.5561952890692,422.0596255185644,33.08287959531007,34.868508732462786,34.38689909088779
546,-19.529502765585747,0.0,25.190498920072745,624.3284129050347,211.33328143186807,406.7795412167439,33.78462608165497,34.76475138279287,32.98333369996871
547,-19.828393792611976,0.0,33.06045463432954,620.9987192986631,209.87549253059632,391.0852721610632,35.219236094134075,34.91419689630599,32.15497347953124
548,-17.55465780709011,0.0,29.338849466905977,617.8804801151703,211.4429329400316,374.7674639365108,34.17184029679767,33.777328903545055,33.02970671533435
549,-19.38901653314211,0.0,32.92865014589556,614.4564538675074,216.76347030569772,358.67979895105185,33.41836515430831,34.694508266571056,32.91579666729106
550,-17.920893786778663,0.0,23.519021379880776,611.517797960967,206.48872630317277,343.8609491434524,31.75456282890831,33.96044689338933,34.03119034677157
551,215.1783124415519,783.8639564996715,35.49759901029752,607.8465205681917,206.14627413688717,329.40112452420146,34.94388673337867,34.23674898215422,32.70152967113513
552,225.262093523924,766.9308226158618,18.53328116668757,604.8419063772074,210.19739870133253,313.43872606530823,33.31792561177422,34.09898163452454,37.19123664544284
553,217.83867134760243,750.4282189621131,24.333946367058857,601.3846133782505,210.9403588693584,298.181820858625,33.26407120595218,35.19503735438746,34.56953597771088
554,213.3314072444392,733.9299352030768,27.626726688139694,598.1104933770621,211.7915351674893,282.6720867743052,34.9627644691313,33.691304531105274,33.369144261554545
555,215.6718520048008,717.9343776458677,32.853201624978176,594.7514380071548,204.2803524486729,267.0812971136346,33.67350578229042,34.061269868706766,32.25239946234313
556,216.96705098944147,701.6527780872844,28.26570942142666,591.7495006422265,217.2881751910451,251.14738241454532,34.025161585277985,34.26463667110452,32.656872557848686
557,219.00147850822495,685.0302758851834,30.687688384022103,588.4476424758602,208.00360688525373,235.5434989186925,35.058929236295704,35.066989015437706,33.461937915451514
558,221.2329156285231,668.310582059215,32.21763755964658,584.7224821231794,213.825407323143,219.49358882774945,31.98807951195806,31.91100811895072,35.2607005801518
559,216.74887917571604,652.7191320502085,36.26080167857489,580.9175813808531,212.01877489712064,204.83646558376535,33.02996889236107,37.14165862221843,32.394227671387426
560,214.14081908137405,635.3079138275222,27.989114713510176,577.7272075803921,216.80772092395696,189.4230429653867,32.78498833952969,33.535994179919776,34.182592936678745
561,218.3093667186234,619.1161843894556,22.291842887056188,574.7506464571522,217.22600388857157,174.09166209885396,32.86031182685971,35.0016370463729,34.18676992449118
562,217.23243428821067,602.2920042879166,31.25374965497396,571.4380779248611,208.3259567865637,159.00495540200785,35.218598780248115,35.04514731027807,32.16858316850919
563,220.1440365779449,585.4306360502027,31.135308848441785,568.1295574836379,217.34760848282735,142.40281796690448,33.820827368368064,33.74759360652184,33.7243791699036
564,219.50897250892984,569.2878042389513,34.351964137011045,564.3547552674007,212.4877416850661,126.81441495539303,33.66692922330579,33.407352650271555,34.395871638932704
565,230.9431120099977,552.6140992266153,30.159694977346472,560.9449996011413,197.3345906256804,112.0607065079177,35.60893946877675,32.922621947606885,33.300965316420175
566,216.71090953603132,537.0936758926077,33.15225798328934,557.4463210171953,209.3442209937907,95.69390854735404,34.99517964323143,33.15712158455051,33.29584954145828
567,218.3203352081041,521.2899432945514,29.32078384923953,553.8638378801243,212.95443614329096,79.34132408875598,35.14469233237304,33.69451270867825,35.853820159943666
568,221.43804000639747,505.026909130049,31.24264703145474,550.1750041601648,216.06789255604596,63.06390470775651,32.596997450170164,33.68371440909111,33.72458263755727
569,224.62879251119324,488.7162504030098,16.96244842230595,547.369167336722,218.97855866021675,47.57006655334934,34.22051721393595,32.521266350431944,35.94999369629046
570,217.82821049785125,473.0386139564544,23.555080740885,544.2225942692547,212.3762801348557,31.85788702754226,33.518466308020514,35.42164056501329,33.74349993949057
571,218.55813373289797,456.26869390121993,26.18022958231459,541.0347772863064,219.9172355488353,15.970273044397928,33.50041945153564,32.93954535442671,34.175306094281495
572,215.67526696209677,440.6754776825482,25.40088314268348,537.8553603784462,-18.288781708102377,0.0,34.14439085405119,34.40791099759288,34.21306509808092
573,223.35918491935973,423.8185152208351,34.63024309902294,534.0895439215805,-16.191237761289685,0.0,33.09561888064484,34.73968932535581,33.867040464107674
574,226.82428778004484,406.74302334136553,29.10285936120625,530.5297180513978,-15.008745651976255,0.0,32.50437282598813,33.45272411592333,35.400198137882576
575,227.72992473905643,390.027198950744,25.89199882920434,527.4115647265105,-18.53158270363896,0.0,34.26579135181948,35.08121919035369,32.75620523517247
576,212.7940771116115,373.48226515591625,28.43612429381672,524.0723348133789,-23.647236124422804,0.0,36.8236180622114,35.57375123978259,34.95723289122181
577,213.8671180049745,356.6957692058519,30.225173154388692,520.5669687766822,-22.884301060500448,0.0,36.442150530250224,35.14437981363072,33.65495703393935
578,221.65321592005583,339.571159690389,36.5420815037128,516.734167286456,-18.102639532207636,0.0,34.051319766103816,35.14059524246157,33.908423662229936
579,216.9909503273695,322.9763489630585,26.3290281089424,513.6360653608103,-17.21376794260688,0.0,33.60688397130344,33.757198006016914,33.39307928610352
580,222.5171813898946,306.53156069191454,33.86656256483875,510.1830394513395,-17.528351336264166,0.0,33.76417566813208,34.762352766781746,32.64262001794881
581,223.68420431930215,289.78981374325764,26.88802482440915,507.2247894523304,-15.664485327838491,0.0,32.832242663919246,32.834846225895994,32.94427180652332
582,217.2452997503225,274.10130684030804,20.523574323081228,504.2926870446022,-19.411488793522977,0.0,34.70574439676149,35.142229157858885,35.72795325867508
583,220.90525476425336,257.1912717231521,17.488337640339942,501.54355914852886,-18.22577926294537,0.0,34.11288963147268,34.201509351197,34.23850590151187
584,216.9126065870203,241.0226330372365,34.02422604792409,497.7600020326828,-21.35081994721874,0.0,35.67540997360937,34.127727445881305,34.369963479084234
585,223.17014602612437,224.41274281915707,24.907902127424997,494.5563829390599,-17.54009235561145,0.0,33.770046177805725,34.5283477023535,34.612120138758804
586,224.05225792806047,207.54526561658665,27.84645491673429,491.1622883373061,-20.189212008421407,0.0,35.0946060042107,34.58275452790792,34.3640842370228
